Date,EPS Estimate,Reported EPS,Surprise(%),Ticker
2022-08-31 16:00:00-04:00,0.81,0.8,-1.18,COO
2022-12-08 16:00:00-05:00,0.78,0.69,-11.64,COO
2023-03-02 16:00:00-05:00,0.67,0.73,7.45,COO
2023-06-01 16:00:00-04:00,0.76,0.77,1.69,COO
2023-08-30 16:00:00-04:00,0.84,0.84,0.27,COO
2023-12-07 16:00:00-05:00,0.87,0.87,-0.39,COO
2024-02-29 16:00:00-05:00,0.78,0.85,8.47,COO
2024-05-30 16:00:00-04:00,0.83,0.85,2.59,COO
2024-08-28 16:00:00-04:00,0.91,0.96,5.42,COO
2024-12-05 16:00:00-05:00,1.0,1.04,4.01,COO
2025-03-06 16:00:00-05:00,0.91,0.92,0.93,COO
2025-05-29 16:00:00-04:00,0.93,0.96,3.31,COO
2025-08-27 16:00:00-04:00,1.07,1.1,3.04,COO
2025-12-04 16:00:00-05:00,1.11,1.15,3.29,COO
2020-02-04 07:00:00-05:00,0.81,0.76,-6.08,COP
2020-04-30 08:00:00-04:00,0.17,0.45,168.05,COP
2020-07-30 07:00:00-04:00,-0.58,-0.92,-59.34,COP
2020-10-29 07:00:00-04:00,-0.31,-0.31,-0.95,COP
2021-02-02 07:00:00-05:00,-0.25,-0.19,23.85,COP
2021-05-04 07:00:00-04:00,0.54,0.69,28.97,COP
2021-08-03 07:00:00-04:00,1.13,1.27,12.53,COP
2021-11-02 07:00:00-04:00,1.52,1.77,16.79,COP
2022-02-03 07:00:00-05:00,2.19,2.27,3.44,COP
2022-05-05 07:00:00-04:00,3.17,3.27,3.09,COP
2022-08-04 07:00:00-04:00,3.85,3.91,1.54,COP
2022-11-03 07:00:00-04:00,3.44,3.6,4.57,COP
2023-02-02 08:00:00-05:00,2.88,2.71,-5.91,COP
2023-05-04 07:00:00-04:00,2.07,2.38,15.11,COP
2023-08-03 07:00:00-04:00,1.96,1.84,-6.04,COP
2023-11-02 07:00:00-04:00,2.09,2.16,3.3,COP
2024-02-08 07:00:00-05:00,2.17,2.4,10.7,COP
2024-05-02 07:00:00-04:00,2.03,2.03,0.15,COP
2024-08-01 07:00:00-04:00,1.95,1.98,1.67,COP
2024-10-31 07:00:00-04:00,1.64,1.78,8.49,COP
2025-02-06 07:00:00-05:00,1.83,1.98,7.92,COP
2025-05-08 08:00:00-04:00,2.05,2.09,1.98,COP
2025-08-07 07:00:00-04:00,1.36,1.42,4.71,COP
2025-11-06 07:00:00-05:00,1.41,1.61,14.05,COP
2020-01-30 06:00:00-05:00,1.67,1.76,5.33,COR
2020-05-07 06:00:00-04:00,2.27,2.4,5.86,COR
2020-08-05 07:00:00-04:00,1.59,1.85,16.23,COR
2020-11-05 06:00:00-05:00,1.87,1.89,0.95,COR
2021-02-04 06:00:00-05:00,1.94,2.18,12.23,COR
2021-05-05 06:00:00-04:00,2.46,2.53,2.77,COR
2021-08-04 06:00:00-04:00,2.04,2.16,5.93,COR
2021-11-04 06:00:00-04:00,2.36,2.39,1.48,COR
2022-02-02 06:00:00-05:00,2.58,2.58,0.19,COR
2022-05-04 06:00:00-04:00,2.92,3.22,10.25,COR
2022-08-03 06:00:00-04:00,2.56,2.62,2.35,COR
2022-11-03 06:00:00-04:00,2.57,2.6,1.03,COR
2023-02-01 06:00:00-05:00,2.63,2.71,2.91,COR
2023-05-02 06:00:00-04:00,3.3,3.5,6.09,COR
2023-08-02 06:00:00-04:00,2.83,2.92,3.35,COR
2023-11-02 06:00:00-04:00,2.81,2.86,1.92,COR
2024-01-31 06:00:00-05:00,2.89,3.28,13.46,COR
2024-05-01 06:00:00-04:00,3.69,3.8,2.89,COR
2024-07-31 06:00:00-04:00,3.22,3.34,3.75,COR
2024-11-06 06:00:00-05:00,3.23,3.34,3.47,COR
2025-02-05 06:00:00-05:00,3.52,3.73,5.96,COR
2025-05-07 06:00:00-04:00,4.1,4.42,7.92,COR
2025-08-06 06:00:00-04:00,3.84,4.0,4.24,COR
2025-11-05 06:00:00-05:00,3.79,3.84,1.44,COR
2019-12-12 16:00:00-05:00,1.72,1.73,0.82,COST
2020-03-05 16:00:00-05:00,2.06,2.1,1.73,COST
2020-05-28 16:00:00-04:00,1.87,2.36,25.9,COST
2020-09-24 16:00:00-04:00,2.86,3.04,6.21,COST
2020-12-10 16:00:00-05:00,2.04,2.29,12.32,COST
2021-03-04 16:00:00-05:00,2.43,2.14,-12.02,COST
2021-05-27 16:00:00-04:00,2.28,2.75,20.71,COST
2021-09-23 16:00:00-04:00,3.54,3.9,10.19,COST
2021-12-09 16:00:00-05:00,2.65,2.97,12.22,COST
2022-03-03 16:00:00-05:00,2.74,2.92,6.59,COST
2022-05-26 16:00:00-04:00,3.02,3.17,4.95,COST
2022-10-05 06:00:00-04:00,4.17,4.21,0.93,COST
2022-12-08 16:00:00-05:00,3.16,3.1,-1.98,COST
2023-03-02 16:00:00-05:00,3.2,3.3,3.19,COST
2023-06-01 06:00:00-04:00,3.43,2.93,-14.54,COST
2023-09-26 16:00:00-04:00,4.82,4.86,0.87,COST
2023-12-14 16:00:00-05:00,3.42,3.48,1.72,COST
2024-03-07 16:00:00-05:00,3.64,3.71,2.02,COST
2024-06-06 06:00:00-04:00,3.76,3.78,0.43,COST
2024-09-26 16:00:00-04:00,5.08,5.15,1.41,COST
2024-12-12 16:00:00-05:00,3.8,4.04,6.43,COST
2025-03-06 16:00:00-05:00,4.1,4.02,-1.85,COST
2025-05-29 16:00:00-04:00,4.24,4.28,0.86,COST
2025-09-25 16:00:00-04:00,5.8,5.87,1.17,COST
2020-02-06 16:00:00-05:00,3.14,3.17,1.11,CPAY
2020-05-07 17:00:00-04:00,2.81,3.0,6.71,CPAY
2020-08-06 16:00:00-04:00,2.17,2.28,4.85,CPAY
2020-11-05 16:00:00-05:00,2.65,2.8,5.72,CPAY
2021-02-04 16:00:00-05:00,2.82,3.01,6.76,CPAY
2021-05-05 16:00:00-04:00,2.72,2.82,3.55,CPAY
2021-08-04 16:00:00-04:00,2.94,3.15,7.3,CPAY
2021-11-03 16:00:00-04:00,3.48,3.52,1.11,CPAY
2022-02-08 16:00:00-05:00,3.6,3.72,3.45,CPAY
2022-05-05 16:00:00-04:00,3.53,3.65,3.35,CPAY
2022-08-03 16:00:00-04:00,3.89,4.17,7.32,CPAY
2022-11-02 16:00:00-04:00,4.19,4.24,1.19,CPAY
2023-02-08 16:00:00-05:00,3.93,4.04,2.78,CPAY
2023-05-03 16:00:00-04:00,3.69,3.8,2.89,CPAY
2023-08-08 16:00:00-04:00,4.18,4.19,0.27,CPAY
2023-11-08 16:00:00-05:00,4.5,4.49,-0.17,CPAY
2024-02-07 16:00:00-05:00,4.48,4.44,-0.85,CPAY
2024-05-08 16:00:00-04:00,4.09,4.1,0.13,CPAY
2024-08-07 12:00:00-04:00,4.51,4.55,0.89,CPAY
2024-11-07 16:00:00-05:00,4.97,5.0,0.54,CPAY
2025-02-05 16:00:00-05:00,5.35,5.36,0.24,CPAY
2025-05-06 17:00:00-04:00,4.51,4.51,-0.08,CPAY
2025-08-06 16:00:00-04:00,5.12,5.13,0.12,CPAY
2025-11-05 16:00:00-05:00,5.64,5.7,1.02,CPAY
2019-12-04 07:00:00-05:00,0.71,0.86,20.85,CPB
2020-03-04 07:00:00-05:00,0.66,0.72,8.66,CPB
2020-06-03 07:00:00-04:00,0.77,0.84,9.03,CPB
2020-09-02 20:00:00-04:00,0.6,0.63,4.49,CPB
2020-12-09 07:00:00-05:00,0.91,1.02,12.34,CPB
2021-03-10 07:00:00-05:00,0.84,0.85,1.56,CPB
2021-06-09 07:00:00-04:00,0.66,0.57,-13.64,CPB
2021-09-01 07:00:00-04:00,0.47,0.55,17.48,CPB
2021-12-08 07:00:00-05:00,0.81,0.89,9.86,CPB
2022-03-09 07:00:00-05:00,0.68,0.69,0.82,CPB
2022-06-08 07:00:00-04:00,0.61,0.7,14.03,CPB
2022-09-01 07:00:00-04:00,0.56,0.56,-0.58,CPB
2022-12-07 07:00:00-05:00,0.86,1.02,18.73,CPB
2023-03-08 07:00:00-05:00,0.74,0.8,8.27,CPB
2023-06-07 07:00:00-04:00,0.65,0.68,4.74,CPB
2023-08-31 07:00:00-04:00,0.5,0.5,-0.47,CPB
2023-12-06 07:00:00-05:00,0.88,0.91,3.82,CPB
2024-03-06 07:00:00-05:00,0.77,0.8,3.94,CPB
2024-06-05 07:00:00-04:00,0.7,0.75,7.5,CPB
2024-08-29 07:00:00-04:00,0.62,0.63,1.6,CPB
2024-12-03 16:00:00-05:00,0.87,0.89,1.93,CPB
2025-03-05 07:00:00-05:00,0.72,0.74,2.28,CPB
2025-06-02 07:00:00-04:00,0.66,0.73,11.39,CPB
2025-09-03 07:00:00-04:00,0.57,0.62,9.04,CPB
2020-02-19 17:00:00-05:00,0.17,0.16,-1.65,CPRT
2020-05-20 17:00:00-04:00,0.16,0.14,-8.2,CPRT
2020-09-01 20:00:00-04:00,0.1,0.17,79.56,CPRT
2020-11-18 17:00:00-05:00,0.18,0.2,12.2,CPRT
2021-02-18 16:00:00-05:00,0.2,0.2,0.29,CPRT
2021-05-19 16:00:00-04:00,0.2,0.27,36.9,CPRT
2021-09-08 16:00:00-04:00,0.23,0.26,12.7,CPRT
2021-11-17 16:00:00-05:00,0.25,0.27,6.57,CPRT
2022-02-16 17:00:00-05:00,0.27,0.28,2.43,CPRT
2022-05-18 18:00:00-04:00,0.29,0.29,2.49,CPRT
2022-09-07 17:00:00-04:00,0.27,0.28,2.9,CPRT
2022-11-16 18:00:00-05:00,0.28,0.26,-9.42,CPRT
2023-02-20 17:00:00-05:00,0.29,0.31,5.87,CPRT
2023-05-17 16:00:00-04:00,0.32,0.36,12.54,CPRT
2023-09-14 16:00:00-04:00,0.32,0.34,4.82,CPRT
2023-11-16 16:00:00-05:00,0.32,0.34,4.65,CPRT
2024-02-22 16:00:00-05:00,0.34,0.33,-4.25,CPRT
2024-05-16 16:00:00-04:00,0.39,0.39,0.98,CPRT
2024-09-04 16:00:00-04:00,0.37,0.33,-9.87,CPRT
2024-11-21 16:00:00-05:00,0.37,0.37,0.94,CPRT
2025-02-20 16:00:00-05:00,0.37,0.4,7.52,CPRT
2025-05-22 16:00:00-04:00,0.42,0.42,0.78,CPRT
2025-09-04 16:00:00-04:00,0.36,0.41,13.29,CPRT
2025-11-20 16:00:00-05:00,0.39,0.41,5.09,CPRT
2020-01-30 16:00:00-05:00,0.4,0.57,43.16,CPT
2020-05-07 17:00:00-04:00,0.48,0.43,-10.71,CPT
2020-07-30 16:00:00-04:00,0.27,0.17,-37.41,CPT
2020-10-29 16:00:00-04:00,0.29,0.35,20.75,CPT
2021-02-04 16:00:00-05:00,0.35,0.3,-15.86,CPT
2021-04-29 16:00:00-04:00,0.32,0.31,-4.13,CPT
2021-07-29 16:00:00-04:00,0.34,0.3,-12.88,CPT
2021-10-28 16:00:00-04:00,0.39,0.29,-25.07,CPT
2022-02-03 16:00:00-05:00,0.44,0.37,-16.88,CPT
2022-04-28 16:00:00-04:00,0.49,0.42,-13.94,CPT
2022-07-28 16:00:00-04:00,0.55,0.22,-60.29,CPT
2022-10-27 16:00:00-04:00,0.28,0.27,-3.23,CPT
2023-02-02 16:00:00-05:00,0.31,0.42,35.58,CPT
2023-04-27 16:00:00-04:00,0.32,0.39,22.66,CPT
2023-08-03 16:00:00-04:00,0.34,0.41,19.62,CPT
2023-10-26 16:00:00-04:00,0.39,0.44,13.45,CPT
2024-02-01 16:00:00-05:00,0.42,0.42,1.11,CPT
2024-05-02 16:00:00-04:00,0.36,0.38,6.07,CPT
2024-08-01 16:00:00-04:00,0.37,0.4,8.86,CPT
2024-10-31 16:00:00-04:00,0.28,0.34,23.36,CPT
2025-02-06 16:00:00-05:00,0.42,0.37,-11.93,CPT
2025-05-01 16:00:00-04:00,0.28,0.36,29.53,CPT
2025-07-31 16:00:00-04:00,0.33,0.31,-6.86,CPT
2025-11-06 16:00:00-05:00,0.28,0.21,-23.24,CPT
2020-02-11 07:00:00-05:00,1.83,2.01,9.59,CRL
2020-05-07 07:00:00-04:00,1.46,1.84,25.74,CRL
2020-08-05 07:00:00-04:00,1.28,1.58,23.84,CRL
2020-10-29 07:00:00-04:00,1.8,2.33,29.63,CRL
2021-02-17 07:00:00-05:00,2.11,2.39,13.5,CRL
2021-05-04 07:00:00-04:00,2.19,2.53,15.37,CRL
2021-08-04 07:00:00-04:00,2.38,2.61,9.64,CRL
2021-11-03 07:00:00-04:00,2.58,2.7,4.75,CRL
2022-02-16 07:00:00-05:00,2.43,2.49,2.36,CRL
2022-05-04 07:00:00-04:00,2.72,2.75,1.25,CRL
2022-08-03 07:00:00-04:00,2.74,2.77,1.28,CRL
2022-11-02 07:00:00-04:00,2.5,2.63,5.4,CRL
2023-02-22 07:00:00-05:00,2.75,2.98,8.55,CRL
2023-05-11 07:00:00-04:00,2.59,2.78,7.43,CRL
2023-08-09 07:00:00-04:00,2.64,2.69,1.97,CRL
2023-11-08 07:00:00-05:00,2.37,2.72,14.86,CRL
2024-02-14 07:00:00-05:00,2.4,2.46,2.4,CRL
2024-05-09 07:00:00-04:00,2.06,2.27,9.98,CRL
2024-08-07 07:00:00-04:00,2.39,2.8,16.97,CRL
2024-11-06 07:00:00-05:00,2.42,2.59,6.88,CRL
2025-02-19 07:00:00-05:00,2.53,2.66,5.24,CRL
2025-05-07 07:00:00-04:00,2.07,2.34,12.78,CRL
2025-08-06 07:00:00-04:00,2.55,3.12,22.45,CRL
2025-11-05 07:00:00-05:00,2.34,2.43,3.86,CRL
2020-02-25 16:00:00-05:00,0.56,0.66,18.38,CRM
2020-05-28 16:00:00-04:00,0.69,0.7,0.74,CRM
2020-08-25 16:00:00-04:00,0.67,1.44,115.91,CRM
2020-12-01 16:00:00-05:00,0.75,1.74,132.27,CRM
2021-02-25 16:00:00-05:00,0.75,1.04,38.5,CRM
2021-05-27 16:00:00-04:00,0.88,1.21,36.96,CRM
2021-08-25 16:00:00-04:00,0.93,1.48,59.49,CRM
2021-11-30 16:00:00-05:00,0.92,1.27,37.89,CRM
2022-03-01 16:00:00-05:00,0.75,0.84,11.85,CRM
2022-05-31 16:00:00-04:00,0.94,0.98,3.73,CRM
2022-08-24 16:00:00-04:00,1.03,1.19,15.75,CRM
2022-11-30 16:00:00-05:00,1.22,1.4,14.55,CRM
2023-03-01 16:00:00-05:00,1.36,1.68,23.43,CRM
2023-05-31 16:00:00-04:00,1.61,1.69,4.84,CRM
2023-08-30 16:00:00-04:00,1.9,2.12,11.45,CRM
2023-11-29 16:00:00-05:00,2.06,2.11,2.52,CRM
2024-02-28 16:00:00-05:00,2.27,2.29,0.96,CRM
2024-05-29 16:00:00-04:00,2.37,2.44,2.75,CRM
2024-08-28 16:00:00-04:00,2.36,2.56,8.63,CRM
2024-12-03 16:00:00-05:00,2.45,2.41,-1.47,CRM
2025-02-26 16:00:00-05:00,2.61,2.78,6.43,CRM
2025-05-28 16:00:00-04:00,2.55,2.58,1.31,CRM
2025-09-03 16:00:00-04:00,1.81,1.96,8.4,CRM
2025-12-03 16:00:00-05:00,2.86,3.25,13.57,CRM
2020-03-19 16:00:00-04:00,-0.08,-0.02,76.3,CRWD
2020-06-02 16:00:00-04:00,-0.06,0.02,132.59,CRWD
2020-09-01 20:00:00-04:00,-0.01,0.03,488.6,CRWD
2020-12-02 16:00:00-05:00,,0.08,18281.82,CRWD
2021-03-16 16:00:00-04:00,0.08,0.13,53.37,CRWD
2021-06-03 16:00:00-04:00,0.06,0.1,74.06,CRWD
2021-08-31 16:00:00-04:00,0.09,0.11,28.93,CRWD
2021-12-01 16:00:00-05:00,0.1,0.17,72.71,CRWD
2022-03-09 16:00:00-05:00,0.2,0.3,47.93,CRWD
2022-06-02 16:00:00-04:00,0.23,0.31,33.21,CRWD
2022-08-30 16:00:00-04:00,0.27,0.36,31.87,CRWD
2022-11-29 16:00:00-05:00,0.32,0.4,26.51,CRWD
2023-03-07 16:00:00-05:00,0.43,0.47,10.45,CRWD
2023-05-31 16:00:00-04:00,0.5,0.57,13.65,CRWD
2023-08-30 16:00:00-04:00,0.56,0.74,32.61,CRWD
2023-11-28 16:00:00-05:00,0.74,0.82,10.86,CRWD
2024-03-05 16:00:00-05:00,0.82,0.95,15.29,CRWD
2024-06-04 16:00:00-04:00,0.89,0.93,4.38,CRWD
2024-08-28 16:00:00-04:00,0.97,1.04,7.74,CRWD
2024-11-26 16:00:00-05:00,0.81,0.93,14.94,CRWD
2025-03-04 16:00:00-05:00,0.86,1.03,19.85,CRWD
2025-06-03 16:00:00-04:00,0.66,0.73,10.62,CRWD
2025-08-27 16:00:00-04:00,-0.19,-0.31,-66.53,CRWD
2025-12-02 16:00:00-05:00,0.94,0.96,1.98,CRWD
2020-02-12 16:00:00-05:00,0.76,0.77,1.21,CSCO
2020-05-13 16:00:00-04:00,0.71,0.79,12.03,CSCO
2020-08-12 16:00:00-04:00,0.74,0.8,8.42,CSCO
2020-11-12 16:00:00-05:00,0.7,0.76,8.04,CSCO
2021-02-09 16:00:00-05:00,0.76,0.79,4.61,CSCO
2021-05-19 16:00:00-04:00,0.82,0.83,1.11,CSCO
2021-08-18 16:00:00-04:00,0.83,0.84,1.46,CSCO
2021-11-17 16:00:00-05:00,0.8,0.82,1.92,CSCO
2022-02-16 16:00:00-05:00,0.81,0.84,3.78,CSCO
2022-05-18 16:00:00-04:00,0.86,0.87,0.93,CSCO
2022-08-17 16:00:00-04:00,0.82,0.83,1.07,CSCO
2022-11-16 16:00:00-05:00,0.84,0.86,2.85,CSCO
2023-02-15 16:00:00-05:00,0.86,0.88,2.84,CSCO
2023-05-17 16:00:00-04:00,0.97,1.0,3.25,CSCO
2023-08-16 16:00:00-04:00,1.06,1.14,7.68,CSCO
2023-11-15 16:00:00-05:00,1.03,1.11,7.71,CSCO
2024-02-14 16:00:00-05:00,0.84,0.87,3.96,CSCO
2024-05-15 16:00:00-04:00,0.82,0.88,7.71,CSCO
2024-08-14 16:00:00-04:00,0.85,0.87,2.49,CSCO
2024-11-13 16:00:00-05:00,0.87,0.91,4.47,CSCO
2025-02-12 16:00:00-05:00,0.91,0.94,3.41,CSCO
2025-05-14 16:00:00-04:00,0.92,0.96,4.64,CSCO
2025-08-13 16:00:00-04:00,0.98,0.99,1.3,CSCO
2025-11-12 16:00:00-05:00,0.98,1.0,1.82,CSCO
2020-02-25 16:00:00-05:00,0.26,0.28,7.67,CSGP
2020-04-28 17:00:00-04:00,0.23,0.24,7.67,CSGP
2020-07-28 16:00:00-04:00,0.2,0.23,16.95,CSGP
2020-10-27 16:00:00-04:00,0.21,0.23,9.2,CSGP
2021-02-23 16:00:00-05:00,0.24,0.28,18.03,CSGP
2021-04-27 16:00:00-04:00,0.24,0.28,14.7,CSGP
2021-07-27 16:00:00-04:00,0.23,0.26,14.0,CSGP
2021-10-26 16:00:00-04:00,0.23,0.25,8.93,CSGP
2022-02-22 16:00:00-05:00,0.29,0.35,20.46,CSGP
2022-04-26 16:00:00-04:00,0.27,0.31,14.0,CSGP
2022-07-26 16:00:00-04:00,0.21,0.28,34.1,CSGP
2022-10-25 16:00:00-04:00,0.24,0.3,25.29,CSGP
2023-02-21 16:00:00-05:00,0.34,0.38,10.29,CSGP
2023-04-25 16:00:00-04:00,0.25,0.29,13.75,CSGP
2023-07-25 16:00:00-04:00,0.3,0.31,4.03,CSGP
2023-10-24 16:00:00-04:00,0.3,0.3,1.39,CSGP
2024-02-20 16:00:00-05:00,0.32,0.33,3.95,CSGP
2024-04-22 22:00:00-04:00,0.07,0.1,51.86,CSGP
2024-07-23 16:00:00-04:00,0.09,0.15,63.27,CSGP
2024-10-22 16:00:00-04:00,0.16,0.22,35.5,CSGP
2025-02-18 16:00:00-05:00,0.23,0.26,15.63,CSGP
2025-04-29 16:00:00-04:00,0.11,0.19,81.66,CSGP
2025-07-22 16:00:00-04:00,0.14,0.17,23.4,CSGP
2025-10-28 16:00:00-04:00,0.19,0.23,21.82,CSGP
2020-01-16 16:00:00-05:00,0.32,0.33,2.01,CSX
2020-04-22 16:00:00-04:00,0.32,0.33,5.64,CSX
2020-07-22 16:00:00-04:00,0.21,0.22,1.58,CSX
2020-10-21 16:00:00-04:00,0.31,0.32,3.5,CSX
2021-01-21 16:00:00-05:00,0.34,0.33,-2.11,CSX
2021-04-20 16:00:00-04:00,0.32,0.31,-2.33,CSX
2021-07-21 16:00:00-04:00,0.37,0.4,8.34,CSX
2021-10-20 16:00:00-04:00,0.38,0.43,14.52,CSX
2022-01-19 19:00:00-05:00,0.4,0.42,4.56,CSX
2022-04-20 16:00:00-04:00,0.37,0.39,4.29,CSX
2022-07-20 16:00:00-04:00,0.47,0.51,8.33,CSX
2022-10-20 16:00:00-04:00,0.49,0.52,5.17,CSX
2023-01-25 16:00:00-05:00,0.47,0.49,4.56,CSX
2023-04-20 16:00:00-04:00,0.43,0.48,12.47,CSX
2023-07-20 16:00:00-04:00,0.49,0.49,-0.26,CSX
2023-10-19 16:00:00-04:00,0.43,0.42,-2.01,CSX
2024-01-24 16:00:00-05:00,0.44,0.45,1.86,CSX
2024-04-17 16:00:00-04:00,0.45,0.46,1.7,CSX
2024-08-05 16:00:00-04:00,0.48,0.49,2.62,CSX
2024-10-16 16:00:00-04:00,0.48,0.46,-3.6,CSX
2025-01-23 16:00:00-05:00,0.42,0.38,-9.39,CSX
2025-04-16 16:00:00-04:00,0.37,0.34,-6.93,CSX
2025-07-23 16:00:00-04:00,0.42,0.44,5.39,CSX
2025-10-16 16:00:00-04:00,0.42,0.44,3.79,CSX
2019-12-17 16:00:00-05:00,0.51,0.57,11.5,CTAS
2020-03-19 16:00:00-04:00,0.5,0.54,7.54,CTAS
2020-07-23 08:00:00-04:00,0.3,0.34,10.75,CTAS
2020-09-23 08:00:00-04:00,0.54,0.7,28.79,CTAS
2020-12-22 08:00:00-05:00,0.55,0.59,8.49,CTAS
2021-03-17 08:00:00-04:00,0.56,0.59,6.47,CTAS
2021-07-15 08:00:00-04:00,0.58,0.62,6.96,CTAS
2021-09-29 08:00:00-04:00,0.69,0.78,12.22,CTAS
2021-12-22 08:00:00-05:00,0.66,0.69,4.18,CTAS
2022-03-23 08:00:00-04:00,0.61,0.67,10.36,CTAS
2022-07-14 09:00:00-04:00,0.67,0.7,5.03,CTAS
2022-09-28 08:00:00-04:00,0.79,0.85,7.93,CTAS
2022-12-21 08:00:00-05:00,0.76,0.78,2.91,CTAS
2023-03-29 08:00:00-04:00,0.76,0.79,3.61,CTAS
2023-07-13 08:00:00-04:00,0.8,0.83,4.38,CTAS
2023-09-26 08:00:00-04:00,0.92,0.93,0.47,CTAS
2023-12-21 08:00:00-05:00,0.87,0.9,3.52,CTAS
2024-03-27 08:00:00-04:00,0.9,0.96,7.12,CTAS
2024-07-18 08:00:00-04:00,0.95,1.0,5.14,CTAS
2024-09-25 08:00:00-04:00,1.0,1.1,9.62,CTAS
2024-12-19 08:00:00-05:00,1.01,1.09,7.53,CTAS
2025-03-26 08:00:00-04:00,1.06,1.13,7.08,CTAS
2025-07-17 08:00:00-04:00,1.07,1.09,1.75,CTAS
2025-09-24 08:00:00-04:00,1.2,1.2,0.31,CTAS
2020-02-20 16:00:00-05:00,0.31,0.3,-1.98,CTRA
2020-04-30 16:00:00-04:00,0.14,0.14,3.63,CTRA
2020-07-30 16:00:00-04:00,0.02,0.05,152.65,CTRA
2020-10-29 16:00:00-04:00,0.07,0.09,35.24,CTRA
2021-02-23 16:00:00-05:00,0.2,0.26,27.8,CTRA
2021-04-29 16:00:00-04:00,0.36,0.38,6.47,CTRA
2021-07-30 07:00:00-04:00,0.27,0.26,-3.61,CTRA
2021-11-03 06:00:00-04:00,0.54,0.52,-3.09,CTRA
2022-02-23 16:00:00-05:00,1.02,0.83,-18.59,CTRA
2022-05-02 16:00:00-04:00,0.82,1.01,23.21,CTRA
2022-08-02 16:00:00-04:00,1.28,1.35,5.8,CTRA
2022-11-03 16:00:00-04:00,1.39,1.42,2.24,CTRA
2023-02-22 16:00:00-05:00,1.1,1.16,5.9,CTRA
2023-05-04 16:00:00-04:00,0.7,0.87,24.11,CTRA
2023-08-07 16:00:00-04:00,0.33,0.39,17.62,CTRA
2023-11-06 16:00:00-05:00,0.43,0.5,15.35,CTRA
2024-02-22 16:00:00-05:00,0.54,0.52,-4.14,CTRA
2024-05-02 16:00:00-04:00,0.41,0.51,23.72,CTRA
2024-08-01 16:00:00-04:00,0.39,0.37,-4.73,CTRA
2024-10-31 16:00:00-04:00,0.34,0.32,-6.97,CTRA
2025-02-24 17:00:00-05:00,0.43,0.49,14.29,CTRA
2025-05-05 17:00:00-04:00,0.8,0.8,0.55,CTRA
2025-08-04 17:00:00-04:00,0.45,0.48,6.96,CTRA
2025-11-03 16:00:00-05:00,0.43,0.41,-4.77,CTRA
2020-02-05 16:00:00-05:00,1.04,1.07,2.79,CTSH
2020-05-07 16:00:00-04:00,0.93,0.96,3.19,CTSH
2020-07-29 16:00:00-04:00,0.69,0.82,18.03,CTSH
2020-10-28 16:00:00-04:00,0.9,0.97,7.29,CTSH
2021-02-03 16:00:00-05:00,0.9,0.67,-25.28,CTSH
2021-05-05 16:00:00-04:00,0.94,0.97,2.89,CTSH
2021-07-28 16:00:00-04:00,0.96,0.99,2.64,CTSH
2021-10-27 16:00:00-04:00,1.05,1.06,1.13,CTSH
2022-02-02 16:00:00-05:00,1.04,1.1,5.59,CTSH
2022-05-04 16:00:00-04:00,1.04,1.08,4.16,CTSH
2022-07-27 16:00:00-04:00,1.09,1.14,4.35,CTSH
2022-11-02 16:00:00-04:00,1.16,1.17,0.76,CTSH
2023-02-02 16:00:00-05:00,1.03,1.01,-1.59,CTSH
2023-05-03 16:00:00-04:00,1.05,1.11,6.0,CTSH
2023-08-02 16:00:00-04:00,0.99,1.1,11.37,CTSH
2023-11-01 16:00:00-04:00,1.09,1.16,6.39,CTSH
2024-02-06 16:00:00-05:00,1.04,1.18,13.94,CTSH
2024-05-01 16:00:00-04:00,1.11,1.12,1.05,CTSH
2024-07-31 16:00:00-04:00,1.12,1.17,4.62,CTSH
2024-10-30 16:00:00-04:00,1.15,1.25,9.03,CTSH
2025-02-05 16:00:00-05:00,1.13,1.21,7.55,CTSH
2025-04-30 16:00:00-04:00,1.2,1.23,2.55,CTSH
2025-07-30 16:00:00-04:00,1.26,1.31,3.99,CTSH
2025-10-29 06:00:00-04:00,1.3,1.39,6.73,CTSH
2020-01-30 06:00:00-05:00,-0.12,0.07,158.42,CTVA
2020-05-06 18:00:00-04:00,0.39,0.59,50.29,CTVA
2020-08-05 17:00:00-04:00,1.24,1.26,1.98,CTVA
2020-11-04 17:00:00-05:00,-0.42,-0.39,7.05,CTVA
2021-02-03 17:00:00-05:00,-0.04,0.04,190.68,CTVA
2021-05-04 17:00:00-04:00,0.65,0.79,21.45,CTVA
2021-08-05 17:00:00-04:00,1.27,1.4,10.62,CTVA
2021-11-03 17:00:00-04:00,-0.31,-0.14,54.41,CTVA
2022-02-02 17:00:00-05:00,0.09,0.08,-14.02,CTVA
2022-05-04 17:00:00-04:00,0.81,0.97,19.41,CTVA
2022-08-04 17:00:00-04:00,1.46,1.64,12.28,CTVA
2022-11-04 13:00:00-04:00,-0.22,-0.12,46.43,CTVA
2023-02-01 17:00:00-05:00,0.06,0.16,153.24,CTVA
2023-05-03 17:00:00-04:00,0.93,1.16,24.53,CTVA
2023-08-03 17:00:00-04:00,1.58,1.6,1.2,CTVA
2023-10-27 08:00:00-04:00,-0.26,-0.23,9.97,CTVA
2024-01-31 17:00:00-05:00,0.06,0.15,170.03,CTVA
2024-05-01 17:00:00-04:00,0.83,0.89,7.31,CTVA
2024-07-31 16:00:00-04:00,1.72,1.83,6.16,CTVA
