Date,EPS Estimate,Reported EPS,Surprise(%),Ticker
2022-01-27 08:00:00-05:00,2.21,2.35,6.23,MA
2022-04-28 08:00:00-04:00,2.16,2.76,27.76,MA
2022-07-28 08:00:00-04:00,2.36,2.56,8.65,MA
2022-10-27 08:00:00-04:00,2.57,2.68,4.09,MA
2023-01-26 08:00:00-05:00,2.58,2.65,2.64,MA
2023-04-27 08:00:00-04:00,2.71,2.8,3.22,MA
2023-07-27 08:00:00-04:00,2.83,2.89,2.0,MA
2023-10-26 08:00:00-04:00,3.21,3.39,5.45,MA
2024-01-31 08:00:00-05:00,3.08,3.18,3.17,MA
2024-05-01 08:00:00-04:00,3.24,3.31,2.23,MA
2024-07-31 08:00:00-04:00,3.51,3.59,2.3,MA
2024-10-31 08:00:00-04:00,3.75,3.89,3.85,MA
2025-01-30 08:00:00-05:00,3.69,3.82,3.54,MA
2025-05-01 08:00:00-04:00,3.56,3.73,4.8,MA
2025-07-31 08:00:00-04:00,4.02,4.15,3.12,MA
2025-10-30 08:00:00-04:00,4.31,4.38,1.52,MA
2020-01-29 16:00:00-05:00,0.65,0.57,-11.98,MAA
2020-05-06 17:00:00-04:00,0.59,0.57,-4.2,MAA
2020-07-29 16:00:00-04:00,0.55,0.53,-3.73,MAA
2020-10-28 16:00:00-04:00,0.56,0.5,-10.78,MAA
2021-02-03 16:00:00-05:00,0.6,0.56,-6.07,MAA
2021-04-28 16:00:00-04:00,0.55,0.4,-26.83,MAA
2021-07-28 16:00:00-04:00,0.58,1.72,194.38,MAA
2021-10-27 16:00:00-04:00,0.65,0.66,1.05,MAA
2022-02-02 16:00:00-05:00,0.86,1.49,74.51,MAA
2022-04-27 16:00:00-04:00,0.91,0.86,-5.76,MAA
2022-07-27 16:00:00-04:00,1.5,2.02,34.69,MAA
2022-10-26 16:00:00-04:00,1.62,1.05,-35.41,MAA
2023-02-01 16:00:00-05:00,1.7,1.87,10.28,MAA
2023-04-26 16:00:00-04:00,1.17,1.13,-3.2,MAA
2023-07-26 16:00:00-04:00,1.12,1.24,10.99,MAA
2023-10-25 16:00:00-04:00,1.1,1.09,-0.48,MAA
2024-02-07 16:00:00-05:00,1.08,1.14,6.13,MAA
2024-05-01 16:00:00-04:00,1.0,1.03,2.04,MAA
2024-07-31 16:00:00-04:00,0.99,1.03,4.43,MAA
2024-10-30 16:00:00-04:00,0.92,1.06,15.43,MAA
2025-02-05 16:00:00-05:00,1.01,1.43,41.29,MAA
2025-04-30 16:00:00-04:00,0.87,1.54,77.85,MAA
2025-07-30 16:00:00-04:00,0.85,0.88,3.67,MAA
2025-10-29 16:00:00-04:00,0.85,0.85,0.42,MAA
2020-02-26 16:00:00-05:00,1.47,1.57,7.13,MAR
2020-05-11 07:00:00-04:00,0.78,0.26,-66.77,MAR
2020-08-10 07:00:00-04:00,-0.41,-0.64,-57.11,MAR
2020-11-06 07:00:00-05:00,-0.08,0.06,174.39,MAR
2021-02-18 07:00:00-05:00,0.1,0.12,25.16,MAR
2021-05-10 07:00:00-04:00,0.03,0.1,198.06,MAR
2021-08-03 07:00:00-04:00,0.46,0.79,70.58,MAR
2021-11-03 07:00:00-04:00,0.99,0.99,0.38,MAR
2022-02-15 07:00:00-05:00,1.0,1.3,30.18,MAR
2022-05-04 07:00:00-04:00,0.92,1.25,35.84,MAR
2022-08-02 07:00:00-04:00,1.57,1.8,14.43,MAR
2022-11-03 06:00:00-04:00,1.68,1.69,0.7,MAR
2023-02-14 07:00:00-05:00,1.82,1.96,7.48,MAR
2023-05-02 07:00:00-04:00,1.85,2.09,13.13,MAR
2023-08-01 07:00:00-04:00,2.17,2.26,3.97,MAR
2023-11-02 06:00:00-04:00,2.1,2.11,0.34,MAR
2024-02-13 07:00:00-05:00,2.12,3.57,68.19,MAR
2024-05-01 07:00:00-04:00,2.16,2.13,-1.6,MAR
2024-07-31 07:00:00-04:00,2.48,2.5,0.99,MAR
2024-11-04 07:00:00-05:00,2.31,2.26,-2.05,MAR
2025-02-11 07:00:00-05:00,2.38,2.45,2.74,MAR
2025-05-06 07:00:00-04:00,2.25,2.32,2.96,MAR
2025-08-05 07:00:00-04:00,2.62,2.65,1.06,MAR
2025-11-04 07:00:00-05:00,2.39,2.47,3.46,MAR
2020-02-11 07:00:00-05:00,0.53,0.54,1.0,MAS
2020-04-29 08:00:00-04:00,0.35,0.46,29.63,MAS
2020-07-30 07:00:00-04:00,0.69,0.84,21.11,MAS
2020-10-28 07:00:00-04:00,0.78,1.04,33.16,MAS
2021-02-09 07:00:00-05:00,0.74,0.75,0.86,MAS
2021-04-28 07:00:00-04:00,0.66,0.89,34.53,MAS
2021-07-29 07:00:00-04:00,1.03,1.14,10.26,MAS
2021-10-27 07:00:00-04:00,0.88,0.99,12.37,MAS
2022-02-08 07:00:00-05:00,0.69,0.67,-2.39,MAS
2022-04-27 07:00:00-04:00,0.85,0.95,12.23,MAS
2022-07-28 07:00:00-04:00,1.18,1.14,-3.3,MAS
2022-10-26 07:00:00-04:00,1.06,0.98,-7.58,MAS
2023-02-09 07:00:00-05:00,0.68,0.65,-4.65,MAS
2023-04-26 07:00:00-04:00,0.63,0.87,38.3,MAS
2023-07-27 07:00:00-04:00,0.96,1.19,23.65,MAS
2023-10-26 07:00:00-04:00,0.92,1.0,9.29,MAS
2024-02-08 07:00:00-05:00,0.66,0.83,26.52,MAS
2024-04-24 07:00:00-04:00,0.88,0.93,5.23,MAS
2024-07-25 07:00:00-04:00,1.18,1.2,1.91,MAS
2024-10-29 07:00:00-04:00,1.09,1.08,-0.97,MAS
2025-02-11 07:00:00-05:00,0.87,0.89,1.94,MAS
2025-04-23 07:00:00-04:00,0.91,0.87,-4.81,MAS
2025-07-31 07:00:00-04:00,1.08,1.3,20.71,MAS
2025-10-29 07:00:00-04:00,1.03,0.97,-5.71,MAS
2020-01-29 06:00:00-05:00,1.97,1.97,0.04,MCD
2020-04-30 07:00:00-04:00,1.54,1.47,-4.84,MCD
2020-07-28 06:00:00-04:00,0.75,0.66,-12.39,MCD
2020-11-09 06:00:00-05:00,1.9,2.22,16.85,MCD
2021-01-28 07:00:00-05:00,1.78,1.7,-4.55,MCD
2021-04-29 07:00:00-04:00,1.82,1.92,5.35,MCD
2021-07-28 07:00:00-04:00,2.12,2.37,11.81,MCD
2021-10-27 07:00:00-04:00,2.47,2.76,11.93,MCD
2022-01-27 07:00:00-05:00,2.34,2.23,-4.8,MCD
2022-04-28 07:00:00-04:00,2.18,2.28,4.67,MCD
2022-07-26 07:00:00-04:00,2.47,2.55,3.39,MCD
2022-10-27 07:00:00-04:00,2.58,2.68,3.92,MCD
2023-01-31 07:00:00-05:00,2.46,2.59,5.25,MCD
2023-04-25 07:00:00-04:00,2.34,2.63,12.55,MCD
2023-07-27 07:00:00-04:00,2.79,3.17,13.66,MCD
2023-10-30 07:00:00-04:00,2.99,3.19,6.52,MCD
2024-02-05 07:00:00-05:00,2.83,2.95,4.39,MCD
2024-04-30 07:00:00-04:00,2.73,2.7,-0.95,MCD
2024-07-29 07:00:00-04:00,3.07,2.97,-3.18,MCD
2024-10-29 07:00:00-04:00,3.2,3.13,-2.15,MCD
2025-02-10 07:00:00-05:00,2.86,2.83,-0.97,MCD
2025-05-01 07:00:00-04:00,2.67,2.67,-0.02,MCD
2025-08-06 07:00:00-04:00,3.15,3.19,1.39,MCD
2025-11-05 07:00:00-05:00,3.33,3.22,-3.36,MCD
2020-02-04 16:00:00-05:00,0.63,0.66,4.43,MCHP
2020-05-07 17:00:00-04:00,0.68,0.73,7.92,MCHP
2020-08-04 16:00:00-04:00,0.72,0.78,8.66,MCHP
2020-11-05 16:00:00-05:00,0.72,0.78,9.01,MCHP
2021-02-04 15:00:00-05:00,0.79,0.81,2.23,MCHP
2021-05-06 16:00:00-04:00,0.87,0.93,6.3,MCHP
2021-08-03 16:00:00-04:00,0.95,0.99,3.8,MCHP
2021-11-04 16:00:00-04:00,1.06,1.07,1.01,MCHP
2022-02-03 16:00:00-05:00,1.17,1.2,2.36,MCHP
2022-05-09 16:00:00-04:00,1.25,1.35,7.94,MCHP
2022-08-02 16:00:00-04:00,0.83,0.9,8.12,MCHP
2022-11-03 16:00:00-04:00,1.44,1.46,1.41,MCHP
2023-02-02 16:00:00-05:00,1.54,1.56,1.41,MCHP
2023-05-04 16:00:00-04:00,1.61,1.64,1.78,MCHP
2023-08-03 16:00:00-04:00,1.63,1.64,0.5,MCHP
2023-11-02 16:00:00-04:00,1.61,1.62,0.33,MCHP
2024-02-01 16:00:00-05:00,1.06,1.08,1.57,MCHP
2024-05-06 16:00:00-04:00,0.62,0.57,-7.8,MCHP
2024-08-01 16:00:00-04:00,0.52,0.53,1.55,MCHP
2024-11-05 16:00:00-05:00,0.43,0.46,5.96,MCHP
2025-02-06 16:00:00-05:00,0.28,0.2,-28.22,MCHP
2025-05-08 16:00:00-04:00,0.1,0.11,5.3,MCHP
2025-08-07 16:00:00-04:00,-0.09,-0.09,4.63,MCHP
2025-11-06 16:00:00-05:00,0.33,0.35,4.93,MCHP
2020-02-04 07:00:00-05:00,3.49,3.81,9.21,MCK
2020-05-20 07:00:00-04:00,4.1,4.27,4.04,MCK
2020-08-03 07:00:00-04:00,2.39,2.77,15.96,MCK
2020-11-03 07:00:00-05:00,3.88,4.8,23.69,MCK
2021-02-02 07:00:00-05:00,4.13,4.6,11.38,MCK
2021-05-06 16:00:00-04:00,5.05,5.05,0.06,MCK
2021-08-03 22:00:00-04:00,4.14,5.56,34.3,MCK
2021-11-01 16:00:00-04:00,4.66,6.15,32.02,MCK
2022-02-02 16:00:00-05:00,5.42,6.15,13.55,MCK
2022-05-05 16:00:00-04:00,6.04,5.83,-3.55,MCK
2022-08-03 16:00:00-04:00,5.3,5.83,10.08,MCK
2022-11-01 16:00:00-04:00,6.1,6.06,-0.65,MCK
2023-02-01 16:00:00-05:00,6.36,6.9,8.45,MCK
2023-05-08 16:00:00-04:00,7.12,7.19,0.93,MCK
2023-08-02 16:00:00-04:00,5.87,7.27,23.89,MCK
2023-11-01 16:00:00-04:00,6.15,6.23,1.33,MCK
2024-02-07 16:00:00-05:00,7.05,7.74,9.79,MCK
2024-05-07 16:00:00-04:00,6.36,6.18,-2.77,MCK
2024-08-07 12:00:00-04:00,7.21,7.88,9.3,MCK
2024-11-06 16:00:00-05:00,6.87,7.07,2.9,MCK
2025-02-05 16:00:00-05:00,7.99,8.03,0.47,MCK
2025-05-08 16:00:00-04:00,9.83,10.12,2.98,MCK
2025-08-06 16:00:00-04:00,8.15,8.26,1.39,MCK
2025-11-05 16:00:00-05:00,9.05,9.86,8.94,MCK
2020-02-12 07:00:00-05:00,1.92,2.0,4.15,MCO
2020-04-30 08:00:00-04:00,2.24,2.73,22.03,MCO
2020-07-30 07:00:00-04:00,2.2,2.81,27.97,MCO
2020-10-29 07:00:00-04:00,2.08,2.69,29.6,MCO
2021-02-12 07:00:00-05:00,1.94,1.91,-1.5,MCO
2021-04-28 07:00:00-04:00,2.8,4.06,44.85,MCO
2021-07-28 07:00:00-04:00,2.77,3.22,16.07,MCO
2021-10-28 07:00:00-04:00,2.55,2.69,5.57,MCO
2022-02-10 07:00:00-05:00,2.39,2.33,-2.43,MCO
2022-05-02 07:00:00-04:00,2.89,2.89,-0.14,MCO
2022-07-26 07:00:00-04:00,2.31,2.22,-3.97,MCO
2022-10-25 07:00:00-04:00,2.03,1.85,-9.01,MCO
2023-01-31 06:00:00-05:00,1.47,1.6,8.5,MCO
2023-04-25 20:00:00-04:00,2.18,2.99,37.33,MCO
2023-07-25 06:00:00-04:00,2.21,2.3,3.91,MCO
2023-10-25 06:00:00-04:00,2.29,2.43,6.13,MCO
2024-02-13 07:00:00-05:00,2.32,2.19,-5.55,MCO
2024-05-02 07:00:00-04:00,3.01,3.37,12.11,MCO
2024-07-23 06:00:00-04:00,3.02,3.28,8.57,MCO
2024-10-22 06:00:00-04:00,2.87,3.21,11.97,MCO
2025-02-13 06:00:00-05:00,2.58,2.62,1.58,MCO
2025-04-22 06:00:00-04:00,3.54,3.83,8.23,MCO
2025-07-23 06:00:00-04:00,3.39,3.56,5.04,MCO
2025-10-22 06:00:00-04:00,3.68,3.92,6.41,MCO
2020-01-29 16:00:00-05:00,0.6,0.61,1.25,MDLZ
2020-04-28 17:00:00-04:00,0.66,0.69,4.27,MDLZ
2020-07-28 16:00:00-04:00,0.56,0.63,12.15,MDLZ
2020-11-02 16:00:00-05:00,0.62,0.63,0.96,MDLZ
2021-01-28 16:00:00-05:00,0.67,0.67,0.69,MDLZ
2021-04-27 16:00:00-04:00,0.69,0.77,11.81,MDLZ
2021-07-27 16:00:00-04:00,0.65,0.66,1.53,MDLZ
2021-11-02 16:00:00-04:00,0.7,0.71,1.82,MDLZ
2022-01-27 16:00:00-05:00,0.73,0.71,-2.14,MDLZ
2022-04-26 16:00:00-04:00,0.75,0.84,11.69,MDLZ
2022-07-26 16:00:00-04:00,0.64,0.67,4.97,MDLZ
2022-11-01 16:00:00-04:00,0.69,0.74,7.8,MDLZ
2023-01-31 16:00:00-05:00,0.7,0.73,3.84,MDLZ
2023-04-27 16:00:00-04:00,0.8,0.89,10.62,MDLZ
2023-07-27 16:00:00-04:00,0.69,0.76,10.09,MDLZ
2023-11-01 16:00:00-04:00,0.78,0.82,4.72,MDLZ
2024-01-30 16:00:00-05:00,0.77,0.84,8.51,MDLZ
2024-04-30 16:00:00-04:00,0.89,0.95,6.99,MDLZ
2024-07-30 16:00:00-04:00,0.79,0.86,9.39,MDLZ
2024-10-29 16:00:00-04:00,0.85,0.99,16.57,MDLZ
2025-02-04 16:00:00-05:00,0.65,0.65,-0.54,MDLZ
2025-04-29 16:00:00-04:00,0.66,0.74,12.24,MDLZ
2025-07-29 16:00:00-04:00,0.68,0.73,7.87,MDLZ
2025-10-28 16:00:00-04:00,0.71,0.73,2.94,MDLZ
2020-02-18 06:00:00-05:00,1.38,1.44,4.05,MDT
2020-05-21 06:00:00-04:00,0.75,0.58,-22.24,MDT
2020-08-25 06:00:00-04:00,0.18,0.62,237.19,MDT
2020-11-24 06:00:00-05:00,0.8,1.02,27.5,MDT
2021-02-23 06:00:00-05:00,1.15,1.29,12.4,MDT
2021-05-27 06:00:00-04:00,1.42,1.5,5.34,MDT
2021-08-24 06:00:00-04:00,1.32,1.41,6.71,MDT
2021-11-23 06:00:00-05:00,1.29,1.32,2.39,MDT
2022-02-22 06:00:00-05:00,1.37,1.37,0.2,MDT
2022-05-26 06:00:00-04:00,1.56,1.52,-2.82,MDT
2022-08-23 06:00:00-04:00,1.12,1.13,1.02,MDT
2022-11-22 06:00:00-05:00,1.28,1.3,1.79,MDT
2023-02-21 06:00:00-05:00,1.27,1.3,2.4,MDT
2023-05-25 06:00:00-04:00,1.55,1.57,1.01,MDT
2023-08-22 06:00:00-04:00,1.11,1.2,8.18,MDT
2023-11-21 06:00:00-05:00,1.18,1.25,5.82,MDT
2024-02-20 06:00:00-05:00,1.26,1.3,3.06,MDT
2024-05-23 06:00:00-04:00,1.45,1.46,0.7,MDT
2024-08-20 06:00:00-04:00,0.72,0.8,10.66,MDT
2024-11-19 06:00:00-05:00,1.25,1.26,0.85,MDT
2025-02-18 06:00:00-05:00,1.36,1.39,2.24,MDT
2025-05-21 06:00:00-04:00,1.58,1.62,2.69,MDT
2025-08-19 06:00:00-04:00,1.23,1.26,2.54,MDT
2025-11-18 06:00:00-05:00,1.31,1.36,3.49,MDT
2020-02-05 16:00:00-05:00,1.38,1.98,43.76,MET
2020-05-06 17:00:00-04:00,1.44,1.58,10.03,MET
2020-08-05 16:00:00-04:00,0.91,0.83,-9.0,MET
2020-11-04 16:00:00-05:00,1.58,1.73,9.79,MET
2021-02-03 16:00:00-05:00,1.51,2.03,34.69,MET
2021-05-05 16:00:00-04:00,1.52,2.2,44.47,MET
2021-08-04 16:00:00-04:00,1.66,2.3,38.36,MET
2021-11-03 16:00:00-04:00,1.71,2.39,39.58,MET
2022-02-02 16:00:00-05:00,1.46,2.17,48.27,MET
2022-05-04 16:00:00-04:00,1.63,2.08,27.98,MET
2022-08-03 16:00:00-04:00,1.48,2.0,35.48,MET
2022-11-02 16:00:00-04:00,1.17,1.21,3.17,MET
2023-02-01 16:00:00-05:00,1.64,1.55,-5.72,MET
2023-05-03 16:00:00-04:00,1.84,1.52,-17.55,MET
2023-08-02 16:00:00-04:00,1.88,1.94,3.11,MET
2023-11-01 16:00:00-04:00,1.96,1.97,0.38,MET
2024-01-31 16:00:00-05:00,1.91,1.83,-3.94,MET
2024-05-01 16:00:00-04:00,1.82,1.83,0.6,MET
2024-07-31 16:00:00-04:00,2.11,2.28,8.12,MET
2024-10-30 17:00:00-04:00,2.18,1.95,-10.7,MET
2025-02-05 16:00:00-05:00,2.09,2.09,-0.16,MET
2025-04-30 16:00:00-04:00,2.01,1.96,-2.45,MET
2025-08-06 16:00:00-04:00,2.03,1.03,-49.21,MET
2025-11-05 16:00:00-05:00,2.32,2.37,2.16,MET
2020-01-29 16:00:00-05:00,2.57,2.56,-0.34,META
2020-04-29 17:00:00-04:00,1.7,1.71,0.38,META
2020-07-30 16:00:00-04:00,1.4,1.8,28.88,META
2020-10-29 16:00:00-04:00,1.91,2.4,25.57,META
2021-01-27 16:00:00-05:00,3.24,3.88,19.91,META
2021-04-28 16:00:00-04:00,2.35,3.3,40.65,META
2021-07-28 16:00:00-04:00,3.06,3.61,17.94,META
2021-10-25 16:00:00-04:00,3.18,3.22,1.32,META
2022-02-02 16:00:00-05:00,3.83,3.67,-4.06,META
2022-04-27 16:00:00-04:00,2.53,2.72,7.57,META
2022-07-27 16:00:00-04:00,2.55,2.46,-3.38,META
2022-10-26 16:00:00-04:00,1.85,1.64,-11.32,META
2023-02-01 16:00:00-05:00,2.23,1.76,-21.14,META
2023-04-26 16:00:00-04:00,1.95,2.2,12.62,META
2023-07-26 16:00:00-04:00,2.87,2.98,3.77,META
2023-10-25 16:00:00-04:00,3.6,4.39,21.96,META
2024-02-01 16:00:00-05:00,4.97,5.33,7.23,META
2024-04-24 16:00:00-04:00,4.36,4.71,8.11,META
2024-07-31 16:00:00-04:00,4.78,5.16,7.9,META
2024-10-30 16:00:00-04:00,5.3,6.03,13.86,META
2025-01-29 16:00:00-05:00,6.74,8.02,19.0,META
2025-04-30 16:00:00-04:00,5.22,6.43,23.11,META
2025-07-30 16:00:00-04:00,5.86,7.14,21.82,META
2025-10-29 16:00:00-04:00,6.67,7.25,8.66,META
2020-02-12 16:00:00-05:00,0.27,0.08,-70.01,MGM
2020-04-30 17:00:00-04:00,-0.42,-0.45,-6.74,MGM
2020-07-30 16:00:00-04:00,-1.7,-1.52,10.59,MGM
2020-10-29 16:00:00-04:00,-1.02,-1.08,-5.56,MGM
2021-02-10 16:00:00-05:00,-0.94,-0.9,4.11,MGM
2021-04-28 16:00:00-04:00,-0.87,-0.68,21.59,MGM
2021-08-04 16:00:00-04:00,-0.37,-0.13,64.93,MGM
2021-11-03 16:00:00-04:00,-0.03,0.03,192.11,MGM
2022-02-09 16:00:00-05:00,0.02,0.12,663.84,MGM
2022-05-02 16:00:00-04:00,-0.05,0.01,122.08,MGM
2022-08-03 16:00:00-04:00,0.33,0.03,-90.89,MGM
2022-11-02 16:00:00-04:00,0.13,-1.39,-1153.35,MGM
2023-02-08 16:00:00-05:00,-1.57,-1.53,2.25,MGM
2023-05-01 16:00:00-04:00,0.16,0.44,169.54,MGM
2023-08-02 16:00:00-04:00,0.52,0.59,13.94,MGM
2023-11-08 16:00:00-05:00,0.49,0.64,29.92,MGM
2024-02-13 16:00:00-05:00,0.71,1.06,49.72,MGM
2024-05-01 16:00:00-04:00,0.58,0.74,28.57,MGM
2024-07-31 16:00:00-04:00,0.59,0.86,46.29,MGM
2024-10-30 16:00:00-04:00,0.61,0.54,-11.03,MGM
2025-02-12 16:00:00-05:00,0.27,0.52,90.85,MGM
2025-04-30 16:00:00-04:00,0.45,0.69,54.32,MGM
2025-07-30 16:00:00-04:00,0.55,0.79,44.03,MGM
2025-10-29 16:00:00-04:00,0.3,0.24,-19.85,MGM
2020-02-13 16:00:00-05:00,2.2,2.25,2.19,MHK
2020-05-04 16:00:00-04:00,1.67,1.66,-0.79,MHK
2020-08-06 16:00:00-04:00,-0.05,0.37,915.88,MHK
2020-10-29 16:00:00-04:00,2.14,3.26,52.13,MHK
2021-02-11 16:00:00-05:00,2.87,3.54,23.17,MHK
2021-04-29 16:00:00-04:00,2.82,3.49,23.71,MHK
2021-07-29 16:00:00-04:00,3.69,4.45,20.65,MHK
2021-10-28 16:00:00-04:00,3.8,3.95,3.95,MHK
2022-02-10 16:00:00-05:00,2.86,2.95,3.18,MHK
2022-04-28 16:00:00-04:00,2.89,3.78,30.64,MHK
2022-07-28 16:00:00-04:00,4.29,4.41,2.85,MHK
2022-10-27 16:00:00-04:00,3.34,3.34,-0.04,MHK
2023-02-09 16:00:00-05:00,1.29,1.32,2.3,MHK
2023-04-27 16:00:00-04:00,1.29,1.75,35.16,MHK
2023-07-27 16:00:00-04:00,2.65,2.76,4.09,MHK
2023-10-26 16:00:00-04:00,2.65,2.72,2.63,MHK
2024-02-08 16:00:00-05:00,1.86,1.96,5.43,MHK
2024-04-25 16:00:00-04:00,1.68,1.86,10.96,MHK
2024-07-25 16:00:00-04:00,2.75,3.0,9.06,MHK
2024-10-24 16:00:00-04:00,2.89,2.9,0.48,MHK
2025-02-06 16:00:00-05:00,1.85,1.95,5.35,MHK
2025-05-01 16:00:00-04:00,1.41,1.52,8.18,MHK
2025-07-24 16:00:00-04:00,2.61,2.77,6.3,MHK
2025-10-23 16:00:00-04:00,2.64,2.67,1.16,MHK
2020-01-28 06:00:00-05:00,0.81,0.81,-0.24,MKC
2020-03-31 06:00:00-04:00,0.52,0.54,4.58,MKC
2020-06-25 06:00:00-04:00,0.58,0.74,27.15,MKC
2020-09-29 06:00:00-04:00,0.76,0.77,0.51,MKC
2021-01-28 06:00:00-05:00,0.82,0.79,-3.76,MKC
2021-03-30 06:00:00-04:00,0.58,0.72,23.15,MKC
2021-07-01 06:00:00-04:00,0.62,0.69,10.44,MKC
2021-09-30 06:00:00-04:00,0.72,0.8,10.94,MKC
2022-01-27 06:00:00-05:00,0.8,0.84,4.99,MKC
2022-03-29 06:00:00-04:00,0.62,0.63,1.89,MKC
2022-06-29 06:00:00-04:00,0.65,0.48,-26.12,MKC
2022-10-06 06:00:00-04:00,0.65,0.69,6.34,MKC
2023-01-26 06:00:00-05:00,0.87,0.73,-15.73,MKC
2023-03-28 06:00:00-04:00,0.5,0.59,17.94,MKC
2023-06-29 06:00:00-04:00,0.57,0.6,4.76,MKC
2023-10-03 06:00:00-04:00,0.65,0.65,-0.45,MKC
2024-01-25 06:00:00-05:00,0.79,0.85,7.11,MKC
2024-03-26 06:00:00-04:00,0.57,0.63,9.87,MKC
2024-06-27 06:00:00-04:00,0.59,0.69,17.3,MKC
2024-10-01 06:00:00-04:00,0.67,0.83,23.25,MKC
2025-01-23 06:00:00-05:00,0.77,0.8,4.3,MKC
2025-03-25 06:00:00-04:00,0.64,0.6,-6.85,MKC
2025-06-26 06:00:00-04:00,0.65,0.69,5.7,MKC
2025-10-07 06:00:00-04:00,0.82,0.85,4.15,MKC
2020-01-29 06:00:00-05:00,1.3,1.32,1.57,MKTX
2020-04-29 07:00:00-04:00,1.86,1.96,5.4,MKTX
2020-07-22 06:00:00-04:00,2.04,2.2,8.02,MKTX
2020-10-27 06:00:00-04:00,1.76,1.78,1.17,MKTX
2021-01-27 06:00:00-05:00,1.83,1.97,7.49,MKTX
2021-04-22 06:00:00-04:00,2.12,2.11,-0.36,MKTX
2021-07-21 06:00:00-04:00,1.69,1.77,4.62,MKTX
2021-10-20 06:00:00-04:00,1.44,1.52,5.56,MKTX
2022-01-26 06:00:00-05:00,1.43,1.37,-3.97,MKTX
2022-04-20 06:00:00-04:00,1.7,1.71,0.72,MKTX
2022-07-20 06:00:00-04:00,1.7,1.78,4.84,MKTX
2022-10-19 06:00:00-04:00,1.49,1.58,6.34,MKTX
2023-01-25 06:00:00-05:00,1.57,1.58,0.49,MKTX
2023-04-26 06:00:00-04:00,1.9,1.96,3.09,MKTX
2023-07-20 06:00:00-04:00,1.56,1.59,2.0,MKTX
2023-10-25 06:00:00-04:00,1.47,1.46,-0.39,MKTX
2024-01-31 06:00:00-05:00,1.72,1.84,7.13,MKTX
2024-05-07 06:00:00-04:00,1.88,1.92,2.07,MKTX
2024-08-06 06:00:00-04:00,1.68,1.72,2.37,MKTX
2024-11-06 06:00:00-05:00,1.85,1.9,2.57,MKTX
2025-02-06 06:00:00-05:00,1.69,1.73,2.55,MKTX
2025-05-07 06:00:00-04:00,1.81,1.87,3.17,MKTX
2025-08-06 07:00:00-04:00,1.96,2.0,1.83,MKTX
2025-11-07 06:00:00-05:00,1.7,1.84,8.12,MKTX
2020-02-11 06:00:00-05:00,2.21,2.09,-5.29,MLM
2020-05-05 07:00:00-04:00,0.52,0.41,-21.85,MLM
2020-07-28 06:00:00-04:00,2.97,3.49,17.57,MLM
2020-10-29 06:00:00-04:00,3.77,3.86,2.28,MLM
2021-02-09 06:00:00-05:00,2.28,2.93,28.72,MLM
2021-05-04 06:00:00-04:00,0.5,1.04,107.71,MLM
2021-07-29 06:00:00-04:00,3.83,3.81,-0.4,MLM
2021-11-02 06:00:00-04:00,4.26,4.25,-0.27,MLM
2022-02-10 06:00:00-05:00,2.93,3.15,7.42,MLM
2022-05-03 06:00:00-04:00,0.61,0.41,-33.22,MLM
2022-07-28 07:00:00-04:00,3.76,3.96,5.38,MLM
2022-11-02 06:00:00-04:00,4.63,4.69,1.28,MLM
2023-02-15 06:00:00-05:00,3.04,3.04,-0.15,MLM
2023-05-04 06:00:00-04:00,1.02,1.96,92.2,MLM
2023-07-27 06:00:00-04:00,4.86,5.6,15.29,MLM
2023-11-01 06:00:00-04:00,6.07,6.98,15.0,MLM
2024-02-14 06:00:00-05:00,3.95,4.74,19.95,MLM
2024-04-30 06:00:00-04:00,1.86,1.77,-4.47,MLM
2024-08-08 06:00:00-04:00,5.33,5.27,-1.11,MLM
2024-10-30 07:00:00-04:00,6.3,5.95,-5.53,MLM
2025-02-12 07:00:00-05:00,4.56,4.81,5.51,MLM
2025-04-30 06:00:00-04:00,1.88,1.9,1.06,MLM
2025-08-07 07:00:00-04:00,5.26,5.43,3.19,MLM
2025-11-04 06:00:00-05:00,6.68,6.85,2.53,MLM
2020-01-30 07:00:00-05:00,1.18,1.19,0.69,MMC
2020-04-30 07:00:00-04:00,1.56,1.64,4.98,MMC
2020-07-30 07:00:00-04:00,1.13,1.32,16.37,MMC
2020-10-29 07:00:00-04:00,0.72,0.82,13.23,MMC
2021-01-28 07:00:00-05:00,1.12,1.19,5.86,MMC
2021-04-27 07:00:00-04:00,1.71,1.99,16.19,MMC
2021-07-22 07:00:00-04:00,1.43,1.75,22.74,MMC
2021-10-21 07:00:00-04:00,1.0,1.08,8.19,MMC
2022-01-27 07:00:00-05:00,1.35,1.36,0.46,MMC
2022-04-21 07:00:00-04:00,2.14,2.3,7.4,MMC
2022-07-21 07:00:00-04:00,1.86,1.89,1.46,MMC
2022-10-20 07:00:00-04:00,1.14,1.18,3.21,MMC
2023-01-26 07:00:00-05:00,1.41,1.47,4.5,MMC
2023-04-20 07:00:00-04:00,2.47,2.53,2.3,MMC
2023-07-20 07:00:00-04:00,2.12,2.2,4.02,MMC
2023-10-19 07:00:00-04:00,1.39,1.57,12.94,MMC
2024-01-25 07:00:00-05:00,1.63,1.68,3.37,MMC
2024-04-18 07:00:00-04:00,2.8,2.89,3.28,MMC
2024-07-18 07:00:00-04:00,2.39,2.41,0.65,MMC
